category,kernels,venue,year,title,authors,platform,approach,confidence,cited_by,doi,dblp_url,oa_url,one_liner,artifact_status,artifact_url,artifact_stars,artifact_license,artifact_last_push
Tensor algebra,S3TTMc; TTM; Tucker decomposition,TPDS,2023,Sparse Symmetric Format for Tucker Decomposition,Shruti Shivakumar; Jiajia Li 0001; Ramakrishnan Kannan; Srinivas Aluru,cpu,algorithmic,high,3,10.1109/TPDS.2023.3263124,https://dblp.org/rec/journals/tpds/ShivakumarLKA23,https://www.osti.gov/servlets/purl/1997626,"New Compressed Sparse Symmetric (CSS) format + parallel algorithm for symmetric sparse TTMc, up to 2.72x speedup",none,,0,,
Sparse linear algebra,S3TTMc; TTM; Tucker decomposition,TPDS,2023,Sparse Symmetric Format for Tucker Decomposition,Shruti Shivakumar; Jiajia Li 0001; Ramakrishnan Kannan; Srinivas Aluru,cpu,algorithmic,high,3,10.1109/TPDS.2023.3263124,https://dblp.org/rec/journals/tpds/ShivakumarLKA23,https://www.osti.gov/servlets/purl/1997626,"New Compressed Sparse Symmetric (CSS) format + parallel algorithm for symmetric sparse TTMc, up to 2.72x speedup",none,,0,,
Tensor algebra,MTTKRP,ICS,2022,"Efficient, out-of-memory sparse MTTKRP on massively parallel architectures",Andy Nguyen; Ahmed E. Helal; Fabio Checconi; Jan Laukemann; Jesmin Jahan Tithi; Yongseok Soh et al.,nvidia-gpu; intel-gpu,manual,high,14,10.1145/3524059.3532363,https://dblp.org/rec/conf/ics/NguyenHCLTSRPC22,https://arxiv.org/pdf/2201.12523,"BLCO format for out-of-memory sparse MTTKRP on GPUs, 2.1-2.6x geomean over MM-CSF",verified,https://github.com/jeewhanchoi/blocked-linearized-coordinate,7,MIT,2026-05-17
Sparse linear algebra,MTTKRP,ICS,2022,"Efficient, out-of-memory sparse MTTKRP on massively parallel architectures",Andy Nguyen; Ahmed E. Helal; Fabio Checconi; Jan Laukemann; Jesmin Jahan Tithi; Yongseok Soh et al.,nvidia-gpu; intel-gpu,manual,high,14,10.1145/3524059.3532363,https://dblp.org/rec/conf/ics/NguyenHCLTSRPC22,https://arxiv.org/pdf/2201.12523,"BLCO format for out-of-memory sparse MTTKRP on GPUs, 2.1-2.6x geomean over MM-CSF",verified,https://github.com/jeewhanchoi/blocked-linearized-coordinate,7,MIT,2026-05-17
Tensor algebra,Tensor Train rounding; Gram SVD,IPDPS,2022,Parallel Tensor Train Rounding using Gram SVD,Hussam Al Daas; Grey Ballard; Lawton Manning,cpu,algorithmic,high,2,10.1109/IPDPS53621.2022.00095,https://dblp.org/rec/conf/ipps/DaasBM22,,"Gram-SVD based TT-rounding avoids costly orthogonalization, faster than SOTA",none,,0,,
Dense linear algebra,Tensor Train rounding; Gram SVD,IPDPS,2022,Parallel Tensor Train Rounding using Gram SVD,Hussam Al Daas; Grey Ballard; Lawton Manning,cpu,algorithmic,high,2,10.1109/IPDPS53621.2022.00095,https://dblp.org/rec/conf/ipps/DaasBM22,,"Gram-SVD based TT-rounding avoids costly orthogonalization, faster than SOTA",none,,0,,
Tensor algebra,MTTKRP; TTM chain,SC,2022,Deinsum: Practically I/O Optimal Multi-Linear Algebra,Alexandros Nikolaos Ziogas; Grzegorz Kwasniewski; Tal Ben-Nun; Timo Schneider; Torsten Hoefler,cpu; distributed,codegen,high,2,10.1109/SC41404.2022.00030,https://dblp.org/rec/conf/sc/ZiogasKBSH22,,"Deinsum: automated I/O-optimal tiling/scheduling for distributed Einstein-notation tensor kernels, up to 19x",none,,0,,
Dense linear algebra,MTTKRP; TTM chain,SC,2022,Deinsum: Practically I/O Optimal Multi-Linear Algebra,Alexandros Nikolaos Ziogas; Grzegorz Kwasniewski; Tal Ben-Nun; Timo Schneider; Torsten Hoefler,cpu; distributed,codegen,high,2,10.1109/SC41404.2022.00030,https://dblp.org/rec/conf/sc/ZiogasKBSH22,,"Deinsum: automated I/O-optimal tiling/scheduling for distributed Einstein-notation tensor kernels, up to 19x",none,,0,,
Tensor algebra,TT-embedding table lookup,SC,2022,EL-Rec: Efficient Large-Scale Recommendation Model Training via Tensor-Train Embedding Table,Zheng Wang 0075; Yuke Wang; Boyuan Feng; Dheevatsa Mudigere; Bharath Muthiah; Yufei Ding 0001,nvidia-gpu,manual,medium,15,10.1109/SC41404.2022.00075,https://dblp.org/rec/conf/sc/WangWFMMD22,,Tensor-train compressed embedding-table kernel (PyTorch drop-in) speeds DLRM training 3x on 1 GPU,verified,https://github.com/Ash-Zheng/SC_artifacts_eval,0,,
ML kernels (HPC-crossing),TT-embedding table lookup,SC,2022,EL-Rec: Efficient Large-Scale Recommendation Model Training via Tensor-Train Embedding Table,Zheng Wang 0075; Yuke Wang; Boyuan Feng; Dheevatsa Mudigere; Bharath Muthiah; Yufei Ding 0001,nvidia-gpu,manual,medium,15,10.1109/SC41404.2022.00075,https://dblp.org/rec/conf/sc/WangWFMMD22,,Tensor-train compressed embedding-table kernel (PyTorch drop-in) speeds DLRM training 3x on 1 GPU,verified,https://github.com/Ash-Zheng/SC_artifacts_eval,0,,
Tensor algebra,MPS tensor contraction (VQE simulation),SC,2022,Large-Scale Simulation of Quantum Computational Chemistry on a New Sunway Supercomputer,Honghui Shang; Li Shen 0001; Yi Fan; Zhiqian Xu 0005; Chu Guo; Jie Liu 0069 et al.,other; distributed,algorithmic,high,27,10.1109/SC41404.2022.00019,https://dblp.org/rec/conf/sc/ShangSFXGLZMLYLWZL22,,MPS-based VQE quantum-chemistry circuit simulator scaled to 20M cores on Sunway,none,,0,,
Tensor algebra,quantum circuit simulation (state-vector/tensor),SC,2022,UniQ: A Unified Programming Model for Efficient Quantum Circuit Simulation,Chen Zhang 0001; Haojie Wang 0004; Zixuan Ma; Lei Xie; Zeyu Song; Jidong Zhai,nvidia-gpu; cpu; other,codegen,high,10,10.1109/SC41404.2022.00054,https://dblp.org/rec/conf/sc/ZhangWMXSZ22,,UniQ: unified programming model auto-generates high-perf quantum circuit simulation across CPU/GPU/Sunway,none,,0,,
Tensor algebra,Torontonian/permanent computation,TPDS,2022,Benchmarking 50-Photon Gaussian Boson Sampling on the Sunway TaihuLight,Yuxuan Li; Lin Gan 0001; Mingcheng Chen; Yaojian Chen; Haitian Lu; Chao-Yang Lu et al.,cpu; distributed,algorithmic,high,10,10.1109/TPDS.2021.3111185,https://dblp.org/rec/journals/tpds/LiGCCLLPFY22,,"Load-balanced, instruction-scheduled, adaptive-precision Gaussian boson sampling simulation on Sunway TaihuLight",none,,0,,
Tensor algebra,quantum circuit simulation,ASPLOS,2021,Logical abstractions for noisy variational Quantum algorithm simulation,Yipeng Huang 0001; Steven Holtzen; Todd D. Millstein; Guy Van den Broeck; Margaret Martonosi,cpu,algorithmic,high,17,10.1145/3445814.3446750,https://dblp.org/rec/conf/asplos/0001HMBM21,https://dl.acm.org/doi/pdf/10.1145/3445814.3446750,Graphical-model-based noisy quantum circuit simulator on classical HW; 66x cheaper sampling vs tensor networks,none,,0,,
Tensor algebra,MTTKRP; tensor decomposition,ICS,2021,ALTO: adaptive linearized storage of sparse tensors,Ahmed E. Helal; Jan Laukemann; Fabio Checconi; Jesmin Jahan Tithi; Teresa M. Ranadive; Fabrizio Petrini et al.,cpu,manual,high,30,10.1145/3447818.3461703,https://dblp.org/rec/conf/ics/HelalLCTRPC21,https://arxiv.org/pdf/2102.10245,"ALTO linearized sparse-tensor format, 8x geomean over best mode-agnostic formats for tensor decomposition",none,,0,,
Sparse linear algebra,MTTKRP; tensor decomposition,ICS,2021,ALTO: adaptive linearized storage of sparse tensors,Ahmed E. Helal; Jan Laukemann; Fabio Checconi; Jesmin Jahan Tithi; Teresa M. Ranadive; Fabrizio Petrini et al.,cpu,manual,high,30,10.1145/3447818.3461703,https://dblp.org/rec/conf/ics/HelalLCTRPC21,https://arxiv.org/pdf/2102.10245,"ALTO linearized sparse-tensor format, 8x geomean over best mode-agnostic formats for tensor decomposition",none,,0,,
Tensor algebra,tensor completion; MTTKRP,ICS,2021,An optimized tensor completion library for multiple GPUs,Ming Dun; Yunchun Li; Hailong Yang 0002; Qingxiao Sun; Zhongzhi Luan; Depei Qian 0002,nvidia-gpu,library,high,5,10.1145/3447818.3460692,https://dblp.org/rec/conf/ics/DunLYSLQ21,,cuTC multi-GPU tensor completion (ALS/SGD/CCD+) with TB-COO format and autotuning,none,,0,,
Tensor algebra,sparse tensor contraction,ICS,2021,Athena: high-performance sparse tensor contraction sequence on heterogeneous memory,Jiawen Liu; Dong Li 0001; Roberto Gioiosa; Jiajia Li 0001,cpu,manual,high,20,10.1145/3447818.3460355,https://dblp.org/rec/conf/ics/LiuLGL21,,"Athena sparse tensor contraction on Optane heterogeneous memory, large speedups over SpTC baseline",none,,0,,
Sparse linear algebra,sparse tensor contraction,ICS,2021,Athena: high-performance sparse tensor contraction sequence on heterogeneous memory,Jiawen Liu; Dong Li 0001; Roberto Gioiosa; Jiajia Li 0001,cpu,manual,high,20,10.1145/3447818.3460355,https://dblp.org/rec/conf/ics/LiuLGL21,,"Athena sparse tensor contraction on Optane heterogeneous memory, large speedups over SpTC baseline",none,,0,,
Tensor algebra,MTTKRP; CP-ALS,IPDPS,2021,Efficient parallel CP decomposition with pairwise perturbation and multi-sweep dimension tree,Linjian Ma; Edgar Solomonik,cpu; distributed,algorithmic,high,7,10.1109/IPDPS49936.2021.00049,https://dblp.org/rec/conf/ipps/MaS21,,Multi-sweep dimension tree and pairwise-perturbation algorithms cut MTTKRP cost in CP-ALS tensor decomposition.,none,,0,,
Tensor algebra,MTTKRP; streaming CP decomposition; ADMM,IPDPS,2021,High Performance Streaming Tensor Decomposition,Yongseok Soh; Patrick Flick; Xing Liu; Shaden Smith; Fabio Checconi; Fabrizio Petrini et al.,cpu,algorithmic,high,6,10.1109/IPDPS49936.2021.00078,https://dblp.org/rec/conf/ipps/SohFLSCPC21,,"Streaming tensor decomposition with optimized MTTKRP and ADMM kernels, up to 102x over CP-stream.",none,,0,,
Tensor algebra,tensor contraction; GEMM,SC,2021,"Closing the ""quantum supremacy"" gap: achieving real-time simulation of a random quantum circuit using a new Sunway supercomputer",Yong (Alexander) Liu; Xin (Lucy) Liu; Fang (Nancy) Li; Haohuan Fu; Yuling Yang; Jiawei Song et al.,distributed; other,manual,high,116,10.1145/3458817.3487399,https://dblp.org/rec/conf/sc/LiuLLFYSZWPCGHW21,https://dl.acm.org/doi/pdf/10.1145/3458817.3487399,"Sunway tensor-contraction random-quantum-circuit simulator: fused permute-multiply, 1.2 Eflop/s",verified,https://github.com/Daisyforest/SWQsim,0,,
Dense linear algebra,tensor contraction; GEMM,SC,2021,"Closing the ""quantum supremacy"" gap: achieving real-time simulation of a random quantum circuit using a new Sunway supercomputer",Yong (Alexander) Liu; Xin (Lucy) Liu; Fang (Nancy) Li; Haohuan Fu; Yuling Yang; Jiawei Song et al.,distributed; other,manual,high,116,10.1145/3458817.3487399,https://dblp.org/rec/conf/sc/LiuLLFYSZWPCGHW21,https://dl.acm.org/doi/pdf/10.1145/3458817.3487399,"Sunway tensor-contraction random-quantum-circuit simulator: fused permute-multiply, 1.2 Eflop/s",verified,https://github.com/Daisyforest/SWQsim,0,,
Tensor algebra,quantum gate state-vector simulation,SC,2021,SV-sim: scalable PGAS-based state vector simulation of quantum circuits,Ang Li 0006; Bo Fang 0002; Christopher E. Granade; Guen Prawiroatmodjo; Bettina Heim; Martin Roetteler et al.,nvidia-gpu; amd-gpu; cpu; distributed,manual,high,41,10.1145/3458817.3476169,https://dblp.org/rec/conf/sc/LiFGPHRK21,,SV-Sim: PGAS-based state-vector quantum-circuit simulation kernels across heterogeneous CPU/GPU backends,verified,https://github.com/pnnl/SV-Sim,22,NOASSERTION,2024-02-02
Tensor algebra,tensor network contraction,SC,2021,SW_Qsim: a minimize-memory quantum simulator with high-performance on a new Sunway supercomputer,Fang Li; Xin Liu 0081; Yong Liu; Pengpeng Zhao 0006; Yuling Yang; Honghui Shang et al.,other; distributed,algorithmic,high,13,10.1145/3458817.3476161,https://dblp.org/rec/conf/sc/LiLLZYSSWDC21,,SW_Qsim: minimize-memory tensor-network quantum-circuit simulator scaled to 28.75M Sunway cores,none,,0,,
Tensor algebra,sparse Tucker decomposition,TPDS,2021,SGD$\_$_Tucker: A Novel Stochastic Optimization Strategy for Parallel Sparse Tucker Decomposition,Hao Li 0025; Zixuan Li; Kenli Li 0001; Jan S. Rellermeyer; Lydia Y. Chen; Keqin Li 0001,distributed; cpu,algorithmic,high,14,10.1109/TPDS.2020.3047460,https://dblp.org/rec/journals/tpds/LiLLRCL21,,"SGD_Tucker: stochastic mini-batching for sparse Tucker decomposition, >=2x faster, less memory.",verified,https://github.com/ZixuanLi-China/SGD__Tucker,3,MIT,2023-03-12
Sparse linear algebra,sparse Tucker decomposition,TPDS,2021,SGD$\_$_Tucker: A Novel Stochastic Optimization Strategy for Parallel Sparse Tucker Decomposition,Hao Li 0025; Zixuan Li; Kenli Li 0001; Jan S. Rellermeyer; Lydia Y. Chen; Keqin Li 0001,distributed; cpu,algorithmic,high,14,10.1109/TPDS.2020.3047460,https://dblp.org/rec/journals/tpds/LiLLRCL21,,"SGD_Tucker: stochastic mini-batching for sparse Tucker decomposition, >=2x faster, less memory.",verified,https://github.com/ZixuanLi-China/SGD__Tucker,3,MIT,2023-03-12
Tensor algebra,GEMM; conv; tensor contraction,ASPLOS,2020,FlexTensor: An Automatic Schedule Exploration and Optimization Framework for Tensor Computation on Heterogeneous System,Size Zheng 0001; Yun Liang 0001; Shuo Wang 0009; Renze Chen; Kaiwen Sheng,nvidia-gpu; fpga; cpu,autotuning,high,165,10.1145/3373376.3378508,https://dblp.org/rec/conf/asplos/Zheng0WCS20,,"Automatic schedule exploration/autotuning generating tensor kernels (GEMM, conv) for GPUs and FPGAs",verified,https://github.com/pku-liang/FlexTensor,184,MIT,2022-04-25
Dense linear algebra,GEMM; conv; tensor contraction,ASPLOS,2020,FlexTensor: An Automatic Schedule Exploration and Optimization Framework for Tensor Computation on Heterogeneous System,Size Zheng 0001; Yun Liang 0001; Shuo Wang 0009; Renze Chen; Kaiwen Sheng,nvidia-gpu; fpga; cpu,autotuning,high,165,10.1145/3373376.3378508,https://dblp.org/rec/conf/asplos/Zheng0WCS20,,"Automatic schedule exploration/autotuning generating tensor kernels (GEMM, conv) for GPUs and FPGAs",verified,https://github.com/pku-liang/FlexTensor,184,MIT,2022-04-25
ML kernels (HPC-crossing),GEMM; conv; tensor contraction,ASPLOS,2020,FlexTensor: An Automatic Schedule Exploration and Optimization Framework for Tensor Computation on Heterogeneous System,Size Zheng 0001; Yun Liang 0001; Shuo Wang 0009; Renze Chen; Kaiwen Sheng,nvidia-gpu; fpga; cpu,autotuning,high,165,10.1145/3373376.3378508,https://dblp.org/rec/conf/asplos/Zheng0WCS20,,"Automatic schedule exploration/autotuning generating tensor kernels (GEMM, conv) for GPUs and FPGAs",verified,https://github.com/pku-liang/FlexTensor,184,MIT,2022-04-25
Tensor algebra,quantum circuit simulation; tensor network contraction,DAC,2020,Massively Parallel Approximate Simulation of Hard Quantum Circuits,Igor L. Markov; Aneeqa Fatima; Sergei V. Isakov; Sergio Boixo,cpu; distributed,manual,high,16,10.1109/DAC18072.2020.9218591,https://dblp.org/rec/conf/dac/MarkovFIB20,,Massively parallel approximate quantum-circuit simulation on classical clusters; big speedups at 42-45 qubits,none,,0,,
Tensor algebra,density-matrix quantum gate simulation,SC,2020,Density matrix quantum circuit simulation via the BSP machine on modern GPU clusters,Ang Li 0006; Omer Subasi; Xiu Yang; Sriram Krishnamoorthy,nvidia-gpu; distributed,manual,high,38,10.1109/SC41405.2020.00017,https://dblp.org/rec/conf/sc/LiSYK20,,"Multi-GPU BSP density-matrix quantum circuit simulator (DM-Sim), 10x faster than prior sims.",verified,https://github.com/pnnl/DM-Sim,0,,
Tensor algebra,sparse/dense tensor contraction,SC,2020,Distributed-memory DMRG via sparse and dense parallel tensor contractions,Ryan Levy; Edgar Solomonik; Bryan K. Clark,cpu; distributed,algorithmic,high,11,10.1109/SC41405.2020.00028,https://dblp.org/rec/conf/sc/LevySC20,,"Block-sparse parallel tensor-contraction algorithms for DMRG via Cyclops, up to 5.9x faster.",none,,0,,
Sparse linear algebra,sparse/dense tensor contraction,SC,2020,Distributed-memory DMRG via sparse and dense parallel tensor contractions,Ryan Levy; Edgar Solomonik; Bryan K. Clark,cpu; distributed,algorithmic,high,11,10.1109/SC41405.2020.00028,https://dblp.org/rec/conf/sc/LevySC20,,"Block-sparse parallel tensor-contraction algorithms for DMRG via Cyclops, up to 5.9x faster.",none,,0,,
Tensor algebra,tensor network contraction; randomized SVD,SC,2020,Efficient 2D tensor network simulation of quantum systems,Yuchen Pang; Tianyi Hao 0003; Annika Dugad; Yiqing Zhou 0004; Edgar Solomonik,cpu; distributed,algorithmic,high,19,10.1109/SC41405.2020.00018,https://dblp.org/rec/conf/sc/Pang0DZS20,,Scalable 2D tensor-network (PEPS) contraction/refactorization using randomized SVD.,none,,0,,
Dense linear algebra,tensor network contraction; randomized SVD,SC,2020,Efficient 2D tensor network simulation of quantum systems,Yuchen Pang; Tianyi Hao 0003; Annika Dugad; Yiqing Zhou 0004; Edgar Solomonik,cpu; distributed,algorithmic,high,19,10.1109/SC41405.2020.00018,https://dblp.org/rec/conf/sc/Pang0DZS20,,Scalable 2D tensor-network (PEPS) contraction/refactorization using randomized SVD.,none,,0,,
Tensor algebra,CCSD(T) tensor contraction (fused GPU kernel),SC,2020,Scalable heterogeneous execution of a coupled-cluster model with perturbative triples,Jinsung Kim; Ajay Panyala; Bo Peng 0024; Karol Kowalski; P. Sadayappan; Sriram Krishnamoorthy,nvidia-gpu; distributed,manual,high,10,10.1109/SC41405.2020.00083,https://dblp.org/rec/conf/sc/KimPPKSK20,,"Fused GPU tensor-contraction kernel for CCSD(T) coupled-cluster, 3.4x faster in NWChem.",none,,0,,
Dense linear algebra,CCSD(T) tensor contraction (fused GPU kernel),SC,2020,Scalable heterogeneous execution of a coupled-cluster model with perturbative triples,Jinsung Kim; Ajay Panyala; Bo Peng 0024; Karol Kowalski; P. Sadayappan; Sriram Krishnamoorthy,nvidia-gpu; distributed,manual,high,10,10.1109/SC41405.2020.00083,https://dblp.org/rec/conf/sc/KimPPKSK20,,"Fused GPU tensor-contraction kernel for CCSD(T) coupled-cluster, 3.4x faster in NWChem.",none,,0,,
Tensor algebra,tensor completion; tubal tensor factorization via FFT,TPDS,2020,High Performance GPU Tensor Completion With Tubal-Sampling Pattern,Tao Zhang 0046; Xiao-Yang Liu; Xiaodong Wang 0001,nvidia-gpu,algorithmic,high,11,10.1109/TPDS.2020.2975196,https://dblp.org/rec/journals/tpds/ZhangLW20,,"FFT-based GPU tensor completion for tubal-sampling data, up to 7403x speedup over CPU MATLAB.",likely,https://github.com/YangletLiu/cuTensor_CUDA_Library_for_Transform_based_Tensors,0,,
FFT / spectral,tensor completion; tubal tensor factorization via FFT,TPDS,2020,High Performance GPU Tensor Completion With Tubal-Sampling Pattern,Tao Zhang 0046; Xiao-Yang Liu; Xiaodong Wang 0001,nvidia-gpu,algorithmic,high,11,10.1109/TPDS.2020.2975196,https://dblp.org/rec/journals/tpds/ZhangLW20,,"FFT-based GPU tensor completion for tubal-sampling data, up to 7403x speedup over CPU MATLAB.",likely,https://github.com/YangletLiu/cuTensor_CUDA_Library_for_Transform_based_Tensors,0,,
Tensor algebra,quantum circuit state-vector simulation,TPDS,2020,Quantum Supremacy Circuit Simulation on Sunway TaihuLight,Riling Li; Bujiao Wu; Mingsheng Ying; Xiaoming Sun 0001; Guangwen Yang,distributed; other,manual,high,54,10.1109/TPDS.2019.2947511,https://dblp.org/rec/journals/tpds/LiWYSY20,,Large-scale random quantum-circuit simulator (49-qubit) on Sunway TaihuLight reaching record depth,none,,0,,
Unstructured mesh / AMR / PIC,field interpolation; particle deposition; PIC,HPDC,2026,"POLAR-PIC: A Holistic Framework for Matrixized PIC with Co-Designed Compute, Layout, and Communication",Yizhuo Rao; Xingjian Cui; Shangzhi Pang; Jiabin Xie; Guangnan Feng; Ziyan Zhang et al.,distributed; cpu,manual,medium,0,10.1145/3806645.3807574,https://dblp.org/rec/conf/hpdc/RaoCPXFZWGWCL26,https://doi.org/10.1145/3806645.3807574,"Matrixized PIC: MPU-friendly outer-product field interpolation and deposition, up to 13x",none,,0,,
