venue,year,title,categories,kernels,platform,approach,confidence,cited_by,doi,one_liner,artifact_status,artifact_url,artifact_stars
ICS,2020,TensorSVM: accelerating kernel machines with tensor engine,dense_la; ml_kernels,Gram matrix approximation; GEMM,nvidia-gpu,algorithmic,medium,7,10.1145/3392717.3392770,TensorCore-accelerated SVM via low-rank Gram matrix approximation,verified,https://github.com/robbwu/tensorsvm,7
ICS,2020,V-Combiner: speeding-up iterative graph processing on a shared-memory platform with vertex merging,graph,iterative graph processing; PageRank,cpu,algorithmic,medium,2,10.1145/3392717.3392739,V-Combiner: speeds up iterative graph algorithms via vertex merging on shared memory,none,,0
ICS,2020,Wavefront parallelization of recurrent neural networks on multi-core architectures,ml_kernels,RNN forward/backward,cpu,manual,low,1,10.1145/3392717.3392762,Wavefront parallelization of RNN inference/training kernels on multi-core CPUs for model parallelism,none,,0
ICS,2020,cuRipples: influence maximization on multi-GPU systems,graph,influence maximization,nvidia-gpu; cpu,algorithmic,high,27,10.1145/3392717.3392750,"cuRipples: hybrid CPU+GPU multi-GPU influence maximization, hours to under a minute",none,,0
IPDPS,2020,A High-Throughput Solver for Marginalized Graph Kernels on GPU,sparse_la; solver_components,PCG; SpMV; graph tensor product,nvidia-gpu,manual,high,20,10.1109/IPDPS47924.2020.00080,"On-the-fly GPU PCG solver for marginalized graph kernels, 1000x+ over CPU solvers",none,,0
IPDPS,2020,Accelerating Parallel Hierarchical Matrix-Vector Products via Data-Driven Sampling,dense_la,hierarchical matrix-vector product,cpu,algorithmic,high,11,10.1109/IPDPS47924.2020.00082,Data-driven sampling accelerates parallel H-matrix construction and matvec,none,,0
IPDPS,2020,AnySeq: A High Performance Sequence Alignment Library based on Partial Evaluation,primitives,sequence alignment; Smith-Waterman,cpu; nvidia-gpu; fpga,codegen,high,2,10.1109/IPDPS47924.2020.00109,Partial-evaluation sequence-alignment library matching SeqAn/NVBio across CPU/GPU/FPGA,verified,https://github.com/AnyDSL/anyseq,14
IPDPS,2020,Demystifying Tensor Cores to Optimize Half-Precision Matrix Multiply,dense_la; ml_kernels,HGEMM,nvidia-gpu,manual,high,68,10.1109/IPDPS47924.2020.00071,"SASS-level Tensor Core HGEMM, 1.7x over cuBLAS via demystified Tensor Cores",none,,0
IPDPS,2020,Dynamic Graphs on the GPU,graph; primitives,dynamic graph update; hash table,nvidia-gpu,manual,high,29,10.1109/IPDPS47924.2020.00081,"GPU dynamic-graph data structure, 3-15x faster edge insertion via per-vertex hash tables",none,,0
IPDPS,2020,Exploring the Binary Precision Capabilities of Tensor Cores for Epistasis Detection,dense_la,binarized GEMM (tensor cores),nvidia-gpu,manual,high,17,10.1109/IPDPS47924.2020.00043,"GPU tensor-core binarized-matmul kernel for GWAS epistasis detection, 6-8x over SOTA",none,,0
IPDPS,2020,GPU-Based Static Data-Flow Analysis for Fast and Scalable Android App Vetting,graph,worklist algorithm (graph fixed-point iteration),nvidia-gpu,manual,medium,7,10.1109/IPDPS47924.2020.00037,"GPU worklist-algorithm kernel (layout/grouping/merging opts) for dataflow graph construction, up to 128x",none,,0
IPDPS,2020,Harnessing Deep Learning via a Single Building Block,dense_la; tensor; ml_kernels,batch-reduce GEMM,cpu; nvidia-gpu,manual,high,32,10.1109/IPDPS47924.2020.00032,"Batch-reduce GEMM as sole building block for DL primitives, beats vendor libraries on CPU clusters",none,,0
IPDPS,2020,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment,primitives,X-drop pairwise sequence alignment,nvidia-gpu,manual,high,5,10.1109/IPDPS47924.2020.00055,"Multi-GPU X-drop long-read alignment kernel (LOGAN), up to 30.7x over CPU baseline",verified,https://github.com/albertozeni/LOGAN,30
IPDPS,2020,Optimizing High Performance Markov Clustering for Pre-Exascale Architectures,sparse_la; dense_la,SpGEMM,nvidia-gpu; distributed; cpu,algorithmic,high,1,10.1109/IPDPS47924.2020.00022,"CPU-GPU joint distributed SpGEMM (pipelined Sparse SUMMA) for HipMCL, up to 12.4x faster clustering",none,,0
IPDPS,2020,PCGCN: Partition-Centric Processing for Accelerating Graph Convolutional Network,graph; sparse_la; ml_kernels,GCN aggregation (SpMM-like),nvidia-gpu,manual,high,39,10.1109/IPDPS47924.2020.00100,"Partition-centric dual-mode GCN aggregation kernel on GPU, up to 8.8x over TensorFlow GCN",none,,0
IPDPS,2020,Scalable and Memory-Efficient Kernel Ridge Regression,solver_components,hierarchical low-rank factorization (H-matrix solve),cpu; distributed,algorithmic,high,14,10.1109/IPDPS47924.2020.00102,"Scalable hierarchical low-rank factorization/solve for kernel ridge regression, strong-scales to 1000+ cores",none,,0
IPDPS,2020,Scaling Betweenness Approximation to Billions of Edges by MPI-based Adaptive Sampling,graph,betweenness centrality (adaptive sampling),distributed,algorithmic,high,2,10.1109/IPDPS47924.2020.00061,"MPI-based adaptive-sampling betweenness centrality kernel, 7.4x over best shared-memory implementation",none,,0
PPoPP,2020,A novel data transformation and execution strategy for accelerating sparse matrix multiplication on GPUs,sparse_la,SpMM; SDDMM,nvidia-gpu,manual,high,72,10.1145/3332466.3374546,Locality-sensitive-hashing row reordering speeds SpMM/SDDMM up to 3.19x on GPU,none,,0
PPoPP,2020,A supernodal all-pairs shortest path algorithm,graph; sparse_la; dense_la,all-pairs shortest path; Floyd-Warshall,cpu,algorithmic,high,20,10.1145/3332466.3374533,"Supernodal sparsity-exploiting Floyd-Warshall APSP, orders of magnitude faster than dense baseline",none,,0
PPoPP,2020,Increasing the parallelism of graph coloring via shortcutting,graph,graph coloring,nvidia-gpu,algorithmic,high,15,10.1145/3332466.3374519,"Shortcutting technique boosts graph-coloring parallelism, 2.9x faster CUDA coloring",none,,0
PPoPP,2020,MatRox: modular approach for improving data locality in hierarchical (Mat)rix App(Rox)imation,dense_la,hierarchical matrix-matrix multiplication,cpu,codegen,high,5,10.1145/3332466.3374548,"MatRox: locality-aware code-specialized HMatrix-matrix multiply, up to 5.98x over STRUMPACK",none,,0
PPoPP,2020,Optimizing batched Winograd convolution on GPUs,dense_la; ml_kernels,Winograd convolution,nvidia-gpu,manual,high,61,10.1145/3332466.3374520,Batched Winograd convolution on Volta/Turing beating cuDNN by up to 2.65x,none,,0
PPoPP,2020,Practical parallel hypergraph algorithms,graph,hypergraph betweenness centrality; k-core; PageRank; SSSP,cpu,algorithmic,high,47,10.1145/3332466.3374527,Efficient parallel hypergraph algorithm suite built on extended Ligra framework,verified,https://github.com/jshun/ligra,0
PPoPP,2020,Scalable top-k retrieval with Sparta,primitives,top-k retrieval,cpu,algorithmic,high,0,10.1145/3332466.3374522,Sparta: scalable top-k retrieval building block for large-scale scoring/filtering,none,,0
PPoPP,2020,Scaling out speculative execution of finite-state machines with parallel merge,primitives,finite-state machine execution,cpu,algorithmic,high,10,10.1145/3332466.3374524,"Parallel-merge speculative execution scales out FSM computations (Huffman, regex)",none,,0
PPoPP,2020,spECK: accelerating GPU sparse matrix-matrix multiplication through lightweight analysis,sparse_la; dense_la,SpGEMM,nvidia-gpu,autotuning,high,45,10.1145/3332466.3374521,"spECK: lightweight per-row analysis dynamically selects GPU SpGEMM strategy, up to 25x speedup",none,,0
PPoPP,2020,waveSZ: a hardware-algorithm co-design of efficient lossy compression for scientific data,compression,SZ lossy compression,fpga,manual,high,25,10.1145/3332466.3374525,"waveSZ: FPGA wavefront-layout co-design of SZ lossy compression, 6.9-8.7x throughput",none,,0
SC,2020,A submatrix-based method for approximate matrix function evaluation in the quantum chemistry code CP2K,sparse_la; dense_la,matrix function evaluation (submatrix method),cpu; nvidia-gpu; fpga,algorithmic,medium,7,10.1109/SC41405.2020.00084,Submatrix method converts sparse DFT matrix-function evaluation in CP2K to local dense ops for GPU/FPGA,verified,https://github.com/pc2/SubmatrixMethod,0
SC,2020,Accelerating sparse DNN models without hardware-support via tile-wise sparsity,dense_la; sparse_la; ml_kernels,sparse matrix multiplication (tile-wise sparsity),nvidia-gpu,algorithmic,high,62,10.1109/SC41405.2020.00020,Tile-wise sparsity pattern for sparse DNN matmul giving 1.95x speedup on GPU tensor cores,verified,https://github.com/clevercool/TileSparsity,0
SC,2020,Acceleration of fusion plasma turbulence simulations using the mixed-precision communication-avoiding krylov method,solver_components; dense_la,Krylov solver (communication-avoiding),cpu; nvidia-gpu,algorithmic,high,6,10.1109/SC41405.2020.00097,"Mixed-precision communication-avoiding Krylov method with FP16 preconditioner for fusion-plasma sim, 2.8x on Fugaku",none,,0
SC,2020,BiQGEMM: matrix multiplication with lookup table for binary-coding-based quantized DNNs,dense_la; ml_kernels,GEMM (LUT-based quantized),cpu; nvidia-gpu,algorithmic,high,28,10.1109/SC41405.2020.00099,BiQGEMM: lookup-table matrix-multiplication kernel for binary-coded quantized DNN weights,none,,0
SC,2020,C-SAW: a framework for graph sampling and random walk on GPUs,graph; primitives,graph sampling; random walk,nvidia-gpu,manual,high,51,10.1109/SC41405.2020.00060,C-SAW: GPU framework for graph sampling/random walk with warp-centric selection kernels,none,,0
SC,2020,Cell-list based molecular dynamics on many-core processors: a case study on sunway TaihuLight supercomputer,nbody_md,cell-list MD force computation,other; distributed,algorithmic,high,7,10.1109/SC41405.2020.00026,"Cell-list based MD force kernels on Sunway SW26010, 50-170% faster than prior ports.",none,,0
SC,2020,Compiling generalized histograms for GPU,primitives,generalized histogram,nvidia-gpu,codegen,high,10,10.1109/SC41405.2020.00101,"Work-efficient generalized-histogram codegen for GPU (Futhark), outperforms CUB.",verified,https://github.com/diku-dk/futhark-sc20,0
SC,2020,Density matrix quantum circuit simulation via the BSP machine on modern GPU clusters,tensor,density-matrix quantum gate simulation,nvidia-gpu; distributed,manual,high,38,10.1109/SC41405.2020.00017,"Multi-GPU BSP density-matrix quantum circuit simulator (DM-Sim), 10x faster than prior sims.",verified,https://github.com/pnnl/DM-Sim,0
SC,2020,Distributed-memory DMRG via sparse and dense parallel tensor contractions,tensor; sparse_la,sparse/dense tensor contraction,cpu; distributed,algorithmic,high,11,10.1109/SC41405.2020.00028,"Block-sparse parallel tensor-contraction algorithms for DMRG via Cyclops, up to 5.9x faster.",none,,0
SC,2020,Distributed-memory parallel symmetric nonnegative matrix factorization,dense_la; solver_components,symmetric NMF; Gauss-Newton solve,cpu; distributed,algorithmic,high,4,10.1109/SC41405.2020.00078,"First distributed-memory parallel symmetric NMF, incl. novel Gauss-Newton algorithm.",none,,0
SC,2020,Efficient 2D tensor network simulation of quantum systems,tensor; dense_la,tensor network contraction; randomized SVD,cpu; distributed,algorithmic,high,19,10.1109/SC41405.2020.00018,Scalable 2D tensor-network (PEPS) contraction/refactorization using randomized SVD.,none,,0
SC,2020,Efficient tiled sparse matrix multiplication through matrix signatures,sparse_la; dense_la,SpMM; SDDMM,cpu,autotuning,high,18,10.1109/SC41405.2020.00091,"Matrix-signature-driven tile-size cost model for SpMM/SDDMM, beats prior tiling schemes.",none,,0
SC,2020,Fast stencil-code computation on a wafer-scale processor,stencil_pde; solver_components,7-point stencil; BiCGStab,other,manual,high,10,10.1109/SC41405.2020.00062,"7-point stencil/BiCGStab solver on Cerebras wafer-scale engine, 0.86 PFLOPS.",none,,0
SC,2020,FeatGraph: a flexible and efficient backend for graph neural network systems,graph; sparse_la; ml_kernels,SpMM (GNN aggregation); graph traversal fusion,cpu; nvidia-gpu,codegen,high,56,10.1109/SC41405.2020.00075,"FeatGraph: co-optimized sparse templates + UDFs for GNN aggregation kernels, up to 32x speedup.",verified,https://github.com/amazon-science/FeatGraph,69
SC,2020,GE-SpMM: general-purpose sparse matrix-matrix multiplication on GPUs for graph neural networks,sparse_la; ml_kernels,SpMM,nvidia-gpu,manual,high,119,10.1109/SC41405.2020.00076,"GE-SpMM: CSR-native GNN SpMM with coalesced row caching and warp merging, beats cuSPARSE 1.41x.",verified,https://github.com/hgyhungry/ge-spmm,115
SC,2020,GraphPi: high performance graph pattern matching through effective redundancy elimination,graph,subgraph/graph pattern matching,cpu; distributed,algorithmic,high,68,10.1109/SC41405.2020.00104,"GraphPi: redundancy-eliminating pattern matching with cost-modeled matching order, up to 105x.",none,,0
SC,2020,"High-performance parallel graph coloring with strong guarantees on work, depth, and quality",graph,graph coloring,cpu,algorithmic,high,7,10.1109/SC41405.2020.00103,Degeneracy-order relaxation enabling parallel graph coloring with work/depth/quality guarantees.,none,,0
SC,2020,Multi-node multi-GPU diffeomorphic image registration for large-scale imaging problems,stencil_pde; fft_spectral; solver_components,interpolation; finite-difference operators; FFT; Gauss-Newton-Krylov solve,nvidia-gpu; distributed,manual,high,7,10.1109/SC41405.2020.00042,Multi-GPU CLAIRE: optimized interpolation/FD/FFT kernels + preconditioner for image registration.,verified,https://github.com/andreasmang/claire,0
SC,2020,Pencil: a pipelined algorithm for distributed stencils,stencil_pde,multi-block distributed stencil,cpu; distributed,algorithmic,high,11,10.1109/SC41405.2020.00089,"Pencil: pipelined temporal-tiling stencil algorithm for multi-block CFD grids, up to 3.41x.",none,,0
SC,2020,Petascale XCT: 3D image reconstruction with hierarchical communications on multi-GPU nodes,dense_la,3D forward/back-projection,nvidia-gpu; distributed,manual,high,8,10.1109/SC41405.2020.00041,"Petascale XCT: 3D (back)projection kernels with hierarchical comm + mixed precision, 65 PFLOPS.",none,,0
SC,2020,Pushing the limit of molecular dynamics with ab initio accuracy to 100 million atoms with machine learning,nbody_md; ml_kernels,deep-potential MD force computation,nvidia-gpu; distributed,manual,high,229,10.1109/SC41405.2020.00009,"GPU DeePMD-kit: ML-potential MD force kernel scaled to 100M atoms, 91 PFLOPS on Summit.",none,,0
SC,2020,Reducing communication in graph neural network training,sparse_la; dense_la; ml_kernels,sparse-dense matmul (GNN aggregation),nvidia-gpu; distributed,algorithmic,high,12,10.1109/SC41405.2020.00074,1D/1.5D/2D/3D sparse-dense matmul parallel algorithms cutting communication in GNN training.,verified,https://github.com/PASSIONLab/CAGNET,49
SC,2020,Scalable heterogeneous execution of a coupled-cluster model with perturbative triples,tensor; dense_la,CCSD(T) tensor contraction (fused GPU kernel),nvidia-gpu; distributed,manual,high,10,10.1109/SC41405.2020.00083,"Fused GPU tensor-contraction kernel for CCSD(T) coupled-cluster, 3.4x faster in NWChem.",none,,0
SC,2020,Scalable knowledge graph analytics at 136 petaflop/s,graph,Floyd-Warshall APSP,nvidia-gpu; distributed,manual,high,10,10.1109/SC41405.2020.00010,DSNAPSHOT: distributed GPU semiring Floyd-Warshall APSP hitting 136 petaflop/s on Summit.,none,,0
SC,2020,Scaling the hartree-fock matrix build on summit,dense_la; tensor,Hartree-Fock matrix build; Fock digestion/ERI contraction,nvidia-gpu; distributed,manual,high,31,10.1109/SC41405.2020.00085,"Fragmentation-based Hartree-Fock matrix build with novel load balancing, scales to 4096 GPUs.",none,,0
SC,2020,SegAlign: a scalable GPU-based whole genome aligner,primitives,seed-filter-extend sequence alignment,nvidia-gpu; distributed,manual,high,26,10.1109/SC41405.2020.00043,"SegAlign: GPU-accelerated seed-filter-extend whole-genome aligner, up to 14x speedup.",verified,https://github.com/gsneha26/SegAlign,72
